x1,x2,y
-0.14011975767277898,0.7157368903407636,1
0.450140508696927,-0.7740990009827837,0
0.0344332420965211,0.6774352768656651,1
-0.15765600852676237,0.28441334699990595,1
-0.28563971220639084,-1.3307576916118986,0
0.5295010853505538,-0.8127181206877331,0
-0.04926410417671159,0.8390398949420563,1
-1.1152967431555896,0.2813211313303117,0
0.28662081388491306,-0.2482141033319988,1
-0.2718631312659593,-0.44373690961269513,1
-0.03906586939622059,-0.46648153029975636,1
1.3456348921045782,-0.28288798185768965,0
0.4872170018813355,0.026747531473377755,1
-0.7420405656734944,0.7210815568936194,0
0.44313091167027063,-0.6770699751034039,0
-1.2782144240237772,0.04555534681835588,0
1.197081888508512,0.5493019674837242,0
0.4615597786675574,0.4433878087245533,1
-0.3371812730231782,0.18649388060306976,1
0.5821394137830832,0.6947840339680537,0
-0.005561760469109889,0.7250935275967296,0
-0.44587601406328975,-1.3035373089746347,0
-0.030169511937368804,-0.7448849295599278,1
0.9584608706497905,0.46965900572604524,0
-0.514809091450223,-0.8296684501885848,0
0.3556785350896755,0.5098830126512869,0
0.5551700091683169,-0.016365826732379504,1
-0.7534101784500422,-0.44977891506414325,0
0.29506454132931,-0.3148833815862802,1
0.09119322862955888,0.7270766604678202,1
0.9600682547319556,-0.1763716128713591,0
-0.257021747038379,-0.06309766988301585,1
-0.41784426322569795,0.2122667619539761,1
-1.1997268952789106,0.5304622671870294,0
-0.5716257189356759,0.717704646492648,0
-0.760438826583119,-0.6149396122724684,0
-0.5939537191994699,-0.5935351302198257,0
0.17876908924761276,0.32541802154302235,1
-1.397595720562357,-0.297637817685347,0
-0.3780762665875697,-0.11528232214467429,1
-0.383221439020293,0.03388137029412873,1
-0.5410828457756464,0.01327175921267472,1
-0.09618046511279156,0.46531214624305617,1
1.3398757452261214,0.1661249900007219,0
-1.1114396271818883,0.05354448865063513,0
-0.5490494864827543,0.2841230625899214,1
-0.5376607011557868,-0.303983412394628,1
0.4554468943210944,0.031772785843269674,1
0.5434887267367623,0.6053389844980083,0
-0.22051885878464444,0.7639458035085065,1
0.8146618008749187,0.08036905294561324,0
0.23266812018378402,-0.16652739250801935,1
0.7028308299352342,-0.27365721865113,1
0.46964762678228067,0.4560437831046991,1
0.7026394926479418,-0.04424509097519627,1
0.520357813346426,-0.8706481585251526,0
-1.0383709046380294,0.6945047043536106,0
0.3017024669878712,0.20525586447425226,1
-0.2230107993335375,0.10503696721643384,1
0.17782404132051927,0.4311738737072319,1
0.5595107393525024,0.1720776513843656,1
0.7980154000290651,0.5195581422177783,1
-0.4983624144071944,-1.0882139518896052,0
0.6184854065162962,0.18873814207564982,1
0.19923681167347698,-0.7776001249044239,0
-0.368284832227541,-0.6509415534768321,1
-0.029717889024277917,1.0035356003902027,0
0.20458454930428388,0.21900994093478174,1
-0.7370724251402441,-0.5745010922570357,0
-0.5001904936490502,-0.3554513951930445,1
0.06767700457054016,-0.3334980915550276,1
0.6287282225175181,0.8424040841198003,0
-0.04773964245090228,-1.0741238861865698,0
0.6259132651400069,-0.5013492009242912,0
-0.1725507797162669,1.3148761846947443,0
-0.07423044947744681,-0.9722015171498201,0
0.411153545224649,0.20072143312433743,1
0.905708828698522,0.16759635688214153,0
-1.021452354754455,-0.5878115431339548,0
0.2139030629060491,1.1034870494983162,0
0.47445087573783207,0.5748496894935226,1
-0.7537235810549087,0.2420184967375829,0
0.1157629040666838,-0.536590958160552,1
-0.42739906314811577,-0.9029662855784977,0
0.13190844890078798,0.8409851151801778,0
0.01675490103068225,0.7668747698818847,1
0.3940153400881971,0.1222364426143921,1
-0.5893326431935316,-0.9024091282391328,1
0.08711170387808309,0.4368471860977909,1
0.4851576245460859,-0.42540214669856075,1
-0.13441295510876686,-0.6483890307763572,1
0.7038655965117789,0.6612052846050843,0
0.7585582157819083,0.4719100892538426,0
-0.6280866374541081,-0.5741769774959641,0
0.5790170840820015,-0.03466806346969983,1
0.071764903890773,0.22627810438954332,1
-0.34124900834031063,1.0271783699823764,0
0.48934210533563316,-0.48590183638109546,1
-0.37818041966760413,-0.6022716086727116,1
0.4264315781460335,-1.004088939581688,0
-0.26909783507594204,-0.8886028930169398,1
-0.0019312560938490042,0.9933098539888268,0
-1.3921432501581006,-0.11530019359393495,0
0.41467177215731843,-0.10447822709449567,1
0.7831824533841085,-0.10601373383933521,0
-0.27694524461117626,0.6755815066767936,1
-0.026302752631218243,-0.5315664933911518,1
0.22332782568689688,-1.3748098501761037,0
-0.5643006346196184,-0.683067954349155,0
0.8075907443599593,0.060405758005749155,0
-0.5343912659552548,-0.06568031642065733,1
-0.030982683251842655,0.2735447366116346,1
0.8059457270490787,-0.9183187614226205,0
0.5195151784052672,0.8947107262307378,0
0.43503031370092154,0.20383333871530723,1
-0.5828446576293919,0.4412863468560884,0
0.29024900029826484,0.8887090193515516,0
-0.3080462380739578,-0.4533588644145316,1
1.064503485027118,0.2538874539073809,1
-0.3715792687903931,0.6555169630483951,0
-0.34857520065270514,-0.26323637901067076,1
0.5054494550311204,0.35442329711983855,1
-0.43262141429649376,0.13117275076771487,1
0.2383471169528559,0.9689316954180818,0
-0.6004136951817706,-0.5784977512873135,0
1.2752223197900616,0.06054915762176885,0
0.040728013868445406,0.991492469097937,0
-0.34253386147852793,-0.05641615194192462,1
-0.9236298214273719,0.8288389053790417,0
-0.7212707633866868,0.015620971473897828,1
-0.6320960620906,-0.22912458690191811,1
-0.6039390238102114,0.3986718934575616,0
0.2813409736353174,0.0629946763883973,1
-0.000927252622349304,0.10391520481989164,1
-0.07857657953456726,-0.25429300244078334,1
0.18181134818435352,-0.4741842398843655,1
-0.48967481292836773,1.2978821313252635,0
-0.4369462725116311,0.26038089941930004,1
-0.3510924753086268,0.3171763629678695,1
-0.06256583275136976,1.040157306859551,0
0.9056307260611098,1.000821379815553,0
-0.7877918222992223,-0.7734323839848766,0
-0.5894248837286737,0.3823326735171949,0
-0.4159062353498305,0.7182745551364883,0
0.9792332277627971,-0.6707654373072915,0
0.7288042507873184,0.6960370838472516,0
-0.21494149454247813,-0.20644987274271068,1
0.5471256922602362,-0.7421680800148289,0
-0.4361516648725778,0.6212014120080372,1
0.3272560276348317,-0.8164201898672983,0
0.3623098816262731,-0.17431173921898885,1
0.8648813989353501,-0.3958130910346169,0
-0.5466315558172388,-0.1189014864101588,1
0.5439757241222872,-0.0010645885026898394,1
0.08996161202960073,-0.5731205028648283,1
-0.6530304791990508,0.8065697979028523,0
-1.199262902355884,0.6543736178220942,0
0.2553666158134805,0.6411881848936691,1
0.32819307703621553,0.4986072944241858,1
-1.1445115194681605,-0.38074513946110095,0
0.1495430707793054,0.17866145911075132,1
-0.15283221810384962,-1.0565018421569705,0
0.010968156035125604,-0.3483155864365793,1
0.005157624070730116,-0.28863514944609603,1
0.3205933876854661,-1.2378844958248099,0
-0.1222062882847876,0.6845787530012684,1
0.6565363196409987,-0.05517559932622809,0
0.768091296505979,-0.199210349639003,1
-0.13692765980001328,-0.745634550247013,1
-0.7346291766196614,0.7242323951256165,0
0.04440265534586278,-0.3375502845482262,1
0.048913094172746724,1.1227541347555143,1
-0.19586803028725686,0.4046315131404563,1
-0.09065282822206458,0.3286196765474148,1
-0.7282739781713954,-1.083992173856789,0
-0.3879602538283218,0.20487237823387622,1
0.7253800428754671,-0.9939489741817771,0
-0.5799741050836649,-1.0704498751870777,0
0.021024847914652728,-0.38398495965427654,1
-1.2497435407499888,-0.23631470024205448,0
0.19221434512296703,0.6860067715036173,1
-0.757721169028648,0.5419476358210776,0
-1.1159910701807012,-0.4610793173898254,0
1.0745663552988831,-0.21467535678412533,0
-0.4125715243168543,0.15698025918883993,1
1.370269663022532,-0.053536786551078824,0
0.3845148129895121,0.29682649895077184,1
0.284606603346665,-0.3196335786994942,1
0.12883964613198196,0.055114747002456,1
-0.9063686468218268,-0.20554698836963628,0
0.3683464667036304,-0.9514718261961144,0
-0.614211488995187,-0.36516872536465805,1
-0.4420386576342615,0.01868885536499701,1
0.7113573215455349,0.4330957203019957,0
-0.4734102232432984,-1.0727778220157478,0
-0.49952992624453246,-0.6857941132520593,1
-0.057487947870787204,0.9082200150516743,0
-0.7384260896358736,0.16378170854106744,1
-0.6067090193802367,-0.784160617469698,0
-0.3266608649900497,0.9291617377237252,0
0.29516717001346354,-0.4259462602062875,1
0.9601944822649788,0.6896189148690461,0
0.6222313742236729,-0.565169142100864,1
-0.44307267894546676,0.08204435990677889,1
-0.9590888740043523,0.15875590568477477,0
-0.2444153124977772,0.7499616312349883,1
-0.23301235846426688,0.14312298243442487,1
0.30960848620280007,-0.5536221363137626,1
0.49467631429216286,0.03493423319075824,1
1.0824061310094302,-0.11500878115365762,0
0.17883074740069577,-0.7082037217484464,1
1.1249378412588618,0.09519945132166556,0
0.002161300505023278,0.5315273398910556,1
-0.6165818817020856,0.7122524433649093,0
1.0217153590189065,0.2961616535529453,0
-0.65646955605793,0.29227523492550783,1
0.5839836026521464,-0.514657086818531,0
0.04814210237238656,-0.3042073286466685,1
-1.0462389666153427,0.13425547081241335,0
-0.16014371198963404,-0.6740953844714122,0
-1.1895908972354712,0.411842349068805,0
0.37154480433708464,0.5519801589529022,1
0.7929162340740221,0.028054961452478898,1
0.39691079250751204,-0.31779569205334435,1
0.8032082028413541,-0.015874507135742233,1
-0.456997563605929,0.7424314930508125,0
-0.11905784471931224,0.2579083192983577,1
-1.103927008291658,-0.2492822343458217,0
-0.5579245964221744,-0.722977992894984,0
-0.5099719028618448,0.5773287500069814,1
-0.17789896179284068,-0.2085105722536567,1
-1.1526538681891014,-0.7137574303628591,0
0.74273473574339,-0.10596555168407784,0
-0.4559549479519913,-0.18876972509305653,1
0.7502141438916872,1.0033669081120316,0
0.5062085765905873,-0.01078900093398344,1
0.20327491935449962,1.1588954352763237,0
0.7919760448462951,-0.475234226079239,0
0.709664858031316,0.500148112792364,1
-0.811941485974895,-0.35401854607605193,0
-0.4965634941622915,0.554138466174784,0
0.30500245661445674,0.08910754240589913,1
0.5782285131901146,-0.042215991700143576,1
-0.28704933000524296,-0.6408620303044974,0
0.6685167569736501,-1.082062387825073,0
0.4903226823869451,0.5302064766158978,0
0.24378758702832543,-1.1028338504836932,0
-0.45200269496910706,-0.23283867154647347,1
0.01184351550403634,0.7791459224883344,1
0.7222960206116126,0.46135628704479253,0
0.43730153567971625,-0.496904373877898,1
-0.38392648278374725,-0.8952955280173074,0
0.01652869257395656,-0.188076211137907,1
-0.2602899410361217,-0.5018910320837352,1
0.5593241626974399,-0.7530024085043672,0
0.5266237396086864,-0.1319588278007932,1
-0.1163649227220549,-0.2836252649091628,1
0.5063538462976939,0.6316981306733501,0
-0.02200602817599709,0.3826662557588614,1
-0.6715837352614898,0.7327812043647983,0
0.7923612796954738,0.37528662338013724,0
-0.342025565980585,-0.9076459228894128,0
0.6486460410070559,1.2789287175223367,0
-1.4981692534684177,-0.25917209298571664,0
-0.011322735521058419,1.0351394273599535,0
1.0886231414982481,0.4307154778490785,0
-0.5320861576306797,0.6185990424760743,0
0.5179396916330201,-0.35243094713373885,1
0.3395057689573338,0.8852964059085466,0
0.12932337581391362,-0.6330984002281486,0
0.22330784375973395,-1.1444626587654243,0
0.5244178675128957,-0.5183277494870021,1
